"","object","original_response","cleaned_response","creativity"
"15668","brick","een lamp kapot gooien","lamp kapot gooien","2.5"
"15669","brick","Lampenstandaard bouwen","lampenstandaard bouwen","2"
"15670","brick","zo lang mogelijk boven je hoofd houden","lang mogelijk boven hoofd houden","2.5"
"15671","brick","er iets in laten graveren als kunstwerk","laten graveren kunstwerk","3"
"15672","brick","om iemand mee te laten schrikken","laten schrikken","3"
"15673","brick","iets op te laten steunen","laten steunen","2"
"15674","brick","laten vallen","laten vallen","1.5"
"15675","brick","laten vallen","laten vallen","1.5"
"15676","brick","laten vallen","laten vallen","1.5"
"15677","brick","het laten vallen van een gebouw","laten vallen gebouw","2"
"15678","brick","Laten vallen van grote hoogtes","laten vallen grote hoogtes","2"
"15679","brick","iets mee laten zakken","laten zakken","2.5"
"15680","brick","gebruiken om te laten zien hoe sterk je bent","laten zien sterk bent","2.5"
"15681","brick","iets laten zinken","laten zinken","2"
"15682","brick","om iets te laten zinken","laten zinken","2"
"15683","brick","leerobject","leerobject","3"
"15684","brick","voor je leggen","leggen","1.5"
"15685","brick","om op iets te leggen zodat het niet weg waait","leggen zodat niet weg waait","2"
"15686","brick","Om een lek te dichten","lek dichten","3"
"15687","brick","lek dichten","lek dichten","3"
"15688","brick","lekken dichten","lekken dichten","3"
"15689","brick","Om letters uit te beelden","letters beelden","3"
"15690","brick","je leven er aan wijden","leven wijden","3.5"
"15691","brick","je lichaam scrubben","lichaam scrubben","3.5"
"15692","brick","Iets lichts te laten zinken","lichts laten zinken","2"
"15693","brick","een lied erover schrijven","lied erover schrijven","3.5"
"15694","brick","liedjes over schrijven","liedjes schrijven","3.5"
"15695","brick","liefdes verklaring erop schrijven","liefdes verklaring erop schrijven","3.5"
"15696","brick","Je kunt er op liggen","liggen","2.5"
"15697","brick","als lineaal","lineaal","3"
"15698","brick","liniaal","liniaal","3"
"15699","brick","liniaal","liniaal","3"
"15700","brick","om op te lopen","lopen","3"
"15701","brick","een luchtballon bezwaren","luchtballon bezwaren","2.5"
"15702","brick","mee lummelen","lummelen","2.5"
"15703","brick","om als maatstaf te gebruiken","maatstaf","3"
"15704","brick","in de magnetron stoppen","magnetron stoppen","3"
"15705","brick","als mal","mal","3"
"15706","brick","om iets te malen","malen","2.5"
"15707","brick","om iets te malen","malen","2.5"
"15708","brick","als markeringpaal voor het parkeren van je auto","markeringpaal parkeren auto","3"
"15709","brick","als massagesteen","massagesteen","3.5"
"15710","brick","materiaal","materiaal","1"
"15711","brick","materiaal","materiaal","1"
"15712","brick","materiaal voor bouwen","materiaal bouwen","1"
"15713","brick","materiaal voor kunst","materiaal kunst","2.5"
"15714","brick","als materiaal om een in een soldaats tas te stoppen om te oefenen met zwaar materiaal","materiaal soldaats tas stoppen oefenen zwaar materiaal","3"
"15715","brick","materialen mee aan de grond vastho","materialen grond vastho","2"
"15716","brick","Mattenklopper","mattenklopper","3"
"15717","brick","mazaiek maken","mazaiek","3"
"15718","brick","Je kunt er iemand meen schaven","meen schaven","2.5"
"15719","brick","je kan hem meenemen op vakantie en de tentharingen de grond slaan","meenemen vakantie tentharingen grond slaan","2"
"15720","brick","meerdere bakstenen ombouwen tot barbeque","meerdere bakstenen ombouwen barbeque","2"
"15721","brick","door er meerdere op elkaar te stapelem","meerdere elkaar stapelem","1.5"
"15722","brick","ook door meerdere op elkaar te stapelen","meerdere elkaar stapelen","1.5"
"15723","brick","om op meerdere bij elkaar te zitten","meerdere elkaar zitten","1.5"
"15724","brick","een meertje mee aanleggen","meertje aanleggen","3"
"15725","brick","Als meetinstrument","meetinstrument","3"
"15726","brick","als meetlint","meetlint","3"
"15727","brick","om mensen er naar te laten kijken zonder dat het ergens voor dient","mensen laten kijken ergens dient","2.5"
"15728","brick","mensen slaan","mensen slaan","2"
"15729","brick","om een mes te slijpen","mes slijpen","2.5"
"15730","brick","messenscherper maken","messenscherper","2.5"
"15731","brick","iets meten","meten","3"
"15732","brick","meten","meten","2.5"
"15733","brick","om mee te meten","meten","3"
"15734","brick","meten hoe diep een put is","meten diep put","3"
"15735","brick","metselen","metselen","1.5"
"15736","brick","metselen","metselen","1.5"
"15737","brick","als meubel","meubel","2.5"
"15738","brick","meubel maken","meubel","2.5"
"15739","brick","als meubel","meubel","2.5"
"15740","brick","om een meubel te verhogen","meubel verhogen","2"
"15741","brick","een meubel van maken zoals een bank","meubel zoals bank","2.5"
"15742","brick","meubels maken","meubels","2.5"
"15743","brick","meubilair maken","meubilair","2.5"
"15744","brick","meubulair","meubulair","2.5"
"15745","brick","met een microscoop de kleinste bestanddelen gebruiken","microscoop kleinste bestanddelen","3.5"
"15746","brick","als middel om een grote plons te maken","middel grote plons","2"
"15747","brick","om door midden te slaan met karate","midden slaan karate","3"
"15748","brick","om door midden te slaan met een andere vechtsport","midden slaan vechtsport","3"
"15749","brick","door midden zagen","midden zagen","2"
"15750","brick","mier mee dood slaan","mier dood slaan","2.5"
"15751","brick","Om mieren mee te pletten","mieren pletten","2.5"
"15752","brick","mieren pletten","mieren pletten","2.5"
"15753","brick","mierendoder","mierendoder","2.5"
"15754","brick","mini beeldhouwwerkjes","mini beeldhouwwerkjes","2"
"15755","brick","als mini bijzet tafeltje","mini bijzet tafeltje","2.5"
"15756","brick","mini tafelpoot","mini tafelpoot","2"
"15757","brick","als minitafel gebruiken","minitafel","2"
"15758","brick","monument","monument","3"
"15759","brick","mooi beschilderen en als kunstwerkje neerzetten","mooi beschilderen kunstwerkje neerzetten","2.5"
"15760","brick","mooi verfen en als decor gebruiken in je huis","mooi verfen decor huis","2.5"
"15761","brick","moorden","moorden","2"
"15762","brick","moordwapen","moordwapen","2"
"15763","brick","moordwapen","moordwapen","2"
"15764","brick","moordwapen","moordwapen","2"
"15765","brick","moordwapen","moordwapen","2"
"15766","brick","moordwapen","moordwapen","2"
"15767","brick","mos over de baksteen laten groeien","mos baksteen laten groeien","3"
"15768","brick","mosaic kunstwerk","mosaic kunstwerk","3"
"15769","brick","Muismat","muismat","3.5"
"15770","brick","om een muizenhol mee af te dekken","muizenhol af dekken","3"
"15771","brick","muren maken","muren","1"
"15772","brick","muren maken","muren","1"
"15773","brick","muren bouwen","muren bouwen","1"
"15774","brick","Muren bouwen","muren bouwen","1"
"15775","brick","muren bouwen","muren bouwen","1"
"15776","brick","op muren schrijven","muren schrijven","2.5"
"15777","brick","in een museum zetten","museum zetten","3"
"15778","brick","muur maken","muur","1"
"15779","brick","muur","muur","1"
"15780","brick","als muur","muur","1"
"15781","brick","muur","muur","1"
"15782","brick","muur maken","muur","1"
"15783","brick","muur","muur","1"
"15784","brick","muur","muur","1"
"15785","brick","Muur maken","muur","1"
"15786","brick","om een muur te maken","muur","1"
"15787","brick","je kan ze gebruiken als muur","muur","1"
"15788","brick","muur","muur","1"
"15789","brick","muur","muur","1"
"15790","brick","muur bouwen","muur bouwen","1"
"15791","brick","om een muur te bouwen","muur bouwen","1"
"15792","brick","muur bouwen","muur bouwen","1"
"15793","brick","om een andere muur van te bouwen","muur bouwen","1"
"15794","brick","muur bouwen","muur bouwen","1"
"15795","brick","muur bouwen","muur bouwen","1"
"15796","brick","een muur bouwen","muur bouwen","1"
"15797","brick","muur bouwen","muur bouwen","1"
"15798","brick","een muur bouwen","muur bouwen","1"
"15799","brick","een muur bouwen","muur bouwen","1"
"15800","brick","muur bouwen","muur bouwen","1"
"15801","brick","muur bouwen","muur bouwen","1"
"15802","brick","Je kan een muur bouwen",NA,"muur bouwen"
"15803","brick","Muur bouwen","muur bouwen","1"
"15804","brick","een muur bouwen","muur bouwen","1"
"15805","brick","muur bouwen","muur bouwen","1"
"15806","brick","een muur bouwen","muur bouwen","1"
"15807","brick","muur bouwen","muur bouwen","1"
"15808","brick","muur bouwen","muur bouwen","1"
"15809","brick","om een muur te bouwen","muur bouwen","1"
"15810","brick","muur mee bouwen","muur bouwen","1"
"15811","brick","muur bouwen","muur bouwen","1"
"15812","brick","muur bouwen","muur bouwen","1"
"15813","brick","Muur bouwen","muur bouwen","1"
"15814","brick","een muur bouwen","muur bouwen","1"
"15815","brick","om een muur te bouwen","muur bouwen","1"
"15816","brick","muur bouwen","muur bouwen","1"
"15817","brick","een muur bouwen","muur bouwen","1"
"15818","brick","muur bouwen","muur bouwen","1"
"15819","brick","een muur bouwen","muur bouwen","1"
"15820","brick","muur bouwen","muur bouwen","1"
"15821","brick","muur bouwen","muur bouwen","1"
"15822","brick","muur bouwen","muur bouwen","1"
"15823","brick","Gebruiken om een muur te bouwen","muur bouwen","1"
"15824","brick","een muur bouwen","muur bouwen","1"
"15825","brick","Een muur bouwen","muur bouwen","1"
"15826","brick","een muur bouwen","muur bouwen","1"
"15827","brick","om een muur mee te bouwenop een gbouw mee te bouwen","muur bouwenop gbouw bouwen","1"
"15828","brick","iets mee in de muur hameren","muur hameren","2"
"15829","brick","muur metselen","muur metselen","1"
"15830","brick","Een muurb bouwen","muurb bouwen","1"
"15831","brick","muurbouwen","muurbouwen","1"
"15832","brick","muurtje","muurtje","1"
"15833","brick","als muurtje","muurtje","1"
"15834","brick","muurtje mee maken",NA,"muurtje"
"15835","brick","muurtje","muurtje","1"
"15836","brick","muurtje","muurtje","1"
"15837","brick","een muurtje bouwen","muurtje bouwen","1"
"15838","brick","muurtje bouwen","muurtje bouwen","1"
"15839","brick","muurtje bouwen","muurtje bouwen","1"
"15840","brick","muurtje bouwen","muurtje bouwen","1"
"15841","brick","muurtje bouwen","muurtje bouwen","1"
"15842","brick","een muurtje metselen","muurtje metselen","1"
"15843","brick","muurtjes bouwen","muurtjes bouwen","1"
"15844","brick","muurtjes bouwen","muurtjes bouwen","1"
"15845","brick","om muziek mee te maken","muziek","3"
"15846","brick","Om muziek mee te maken","muziek","3"
"15847","brick","muziek mee maken door ze tegen elkaar aan te klappen","muziek tegen elkaar klappen","3"
"15848","brick","Als muziekinstrument","muziekinstrument","3"
"15849","brick","als muziekinstrument","muziekinstrument","3"
"15850","brick","als muziekinstrument","muziekinstrument","3"
"15851","brick","muziekstandaard","muziekstandaard","3"
"15852","brick","hem een naam geven","naam geven","3.5"
"15853","brick","een naam geven","naam geven","3.5"
"15854","brick","naast je boeken zetten zodat ze niet om vallen",NA,"naast boeken zetten zodat niet vallen"
"15855","brick","naast elkaar leggen","naast elkaar leggen","1.5"
"15856","brick","naast je leggen","naast leggen","1.5"
"15857","brick","als nachtkastje","nachtkastje","2.5"
"15858","brick","Nachtkastje","nachtkastje","2.5"
"15859","brick","als nachtkastje","nachtkastje","2.5"
"15860","brick","nagels vijlen","nagels vijlen","3"
"15861","brick","nagels vijlen","nagels vijlen","3"
"15862","brick","je nagels vijlen","nagels vijlen","3"
"15863","brick","om je nagels mee te vijlen","nagels vijlen","3"
"15864","brick","als nagelvijl","nagelvijl","3"
"15865","brick","nagelvijl","nagelvijl","3"
"15866","brick","als nagelvijl","nagelvijl","3"
"15867","brick","al nagelvijl","nagelvijl","3"
"15868","brick","nat maken","nat","2"
"15869","brick","Als het nat is op de grond leg je de baksteen op de grond om er vervolgens iets droog op te kunnen leggen","nat grond leg baksteen grond vervolgens droog leggen","3"
"15870","brick","natekenen","natekenen","3"
"15871","brick","er een natuurkundige proef mee doen (bijv","zwaartekracht meten)","natuurkundige proef"
"15872","brick","neerleggen als wegversperring","neerleggen wegversperring","2.5"
"15873","brick","als nep-broodje","nep broodje","4"
"15874","brick","Iets dat net geplakt is vasthouden door het gewicht","net geplakt vasthouden gewicht","3"
"15875","brick","iets niet te laten wegwaaien","niet laten wegwaaien","2"
"15876","brick","een nieuw huis bouwen","nieuw huis bouwen","1"
"15877","brick","een nieuw muziekinstrument","nieuw muziekinstrument","3"
"15878","brick","gebruiken om een nieuw muziekinstrument te ontwerpen","nieuw muziekinstrument ontwerpen","3"
"15879","brick","een nieuwe eetbare stof proberen te vinden met het materiaal van baksteen","nieuwe eetbare stof proberen vinden materiaal baksteen","4.5"
"15880","brick","een noot mee open slaan","noot open slaan","2"
"15881","brick","nootjes crushen","nootjes crushen","2"
"15882","brick","notekraker","notekraker","2"
"15883","brick","om noten te kraken","noten kraken","2"
"15884","brick","noten open breken","noten open breken","2"
"15885","brick","noten openen","noten openen","2"
"15886","brick","als object in een huisdieren ren voor konijnen cavias etc","object huisdieren ren konijnen cavias etc","3"
"15887","brick","als een object zodat er niks weg waait op je bureau","object zodat niks weg waait bureau","2"
"15888","brick","oevers verstevigen","oevers verstevigen","3"
"15889","brick","omgooien","omgooien","2.5"
"15890","brick","omhoog gooien","omhoog gooien","2"
"15891","brick","omranding voor een open haard","omranding open haard","2.5"
"15892","brick","omringing voor een vuurplaats","omringing vuurplaats","2"
"15893","brick","omrollen","omrollen","2.5"
"15894","brick","omsmelten tot iets mooiers","omsmelten mooiers","2.5"
"15895","brick","onder autowielen op een helling","onder autowielen helling","2"
"15896","brick","onder te korte tafelpoot doen","onder korte tafelpoot","2"
"15897","brick","onder een te korte tafelpoot stoppen","onder korte tafelpoot stoppen","2"
"15898","brick","voor onder je laptop zodat het kan ventileren","onder laptop zodat ventileren","3"
"15899","brick","Je kunt hem onder je oksel stoppen","onder oksel stoppen","3"
"15900","brick","onder een scheve tafel","onder scheve tafel","2"
"15901","brick","onder je schoenen binden","onder schoenen binden","3"
"15902","brick","om onder je schoenen te binden voor een spel","onder schoenen binden spel","3"
"15903","brick","onder iets om op te schrijven","onder schrijven","3"
"15904","brick","onder een tafelpoot leggen als de poten ongelijkn zijn","onder tafelpoot leggen poten ongelijkn","2"
"15905","brick","onder wiebelende tafel zetten","onder wiebelende tafel zetten","2"
"15906","brick","onder iets zetten wat wiebelt","onder zetten wiebelt","2"
"15907","brick","Als onderdeel bij het bouwen van een huis","onderdeel bouwen huis","1"
"15908","brick","als onderdeel van het bouwen van een huis","onderdeel bouwen huis","1"
"15909","brick","onderdeel voor een muur","onderdeel muur","1"
"15910","brick","als ondergrond","ondergrond","2"
"15911","brick","ondergrond voor graffiti","ondergrond graffiti","3.5"
"15912","brick","Je kunt er de onderkant van je voet mee masseren","onderkant voet masseren","3.5"
"15913","brick","als onderlaag te gebruiken","onderlaag","2.5"
"15914","brick","als onderlegger van een bbq","onderlegger bbq","2"
"15915","brick","Gebruiken als ondersteuning","ondersteuning","2"
"15916","brick","als ondersteuning","ondersteuning","2"
"15917","brick","als ondersteuning van iets","ondersteuning","2"
"15918","brick","ondersteuning van een meubel","ondersteuning meubel","2"
"15919","brick","om een ondersteuning van bijvoorbeeld een televisie mee te maken","ondersteuning oorbeeld televisie","2"
"15920","brick","Als ondersteuning voor een wiebelend bed/ tafel","ondersteuning wiebelend bed tafel","2"
"15921","brick","onderzett","onderzett","2"
"15922","brick","onderzetter","onderzetter","2"
"15923","brick","onderzetter","onderzetter","2"
"15924","brick","onderzetter","onderzetter","2"
"15925","brick","als onderzetter","onderzetter","2"
"15926","brick","Onderzetter","onderzetter","2"
"15927","brick","als onderzetter gebruiken","onderzetter","2"
"15928","brick","als onderzetter gebruiken","onderzetter","2"
"15929","brick","onderzetter","onderzetter","2"
"15930","brick","Als onderzetter gebruiken","onderzetter","2"
"15931","brick","onderzetter","onderzetter","2"
"15932","brick","onderzetter","onderzetter","2"
"15933","brick","als onderzetter","onderzetter","2"
"15934","brick","al onderzetter","onderzetter","2"
"15935","brick","als onderzetter","onderzetter","2"
"15936","brick","als onderzetter gebruiken","onderzetter","2"
"15937","brick","als onderzetter","onderzetter","2"
"15938","brick","als onderzetter","onderzetter","2"
"15939","brick","onderzetter","onderzetter","2"
"15940","brick","Als onderzetter gebruiken","onderzetter","2"
"15941","brick","onderzetter","onderzetter","2"
"15942","brick","onderzetter","onderzetter","2"
"15943","brick","Als onderzetter","onderzetter","2"
"15944","brick","onderzetter","onderzetter","2"
"15945","brick","onderzetter","onderzetter","2"
"15946","brick","Als onderzetter","onderzetter","2"
"15947","brick","als onderzetter voor iets","onderzetter","2"
"15948","brick","onderzetter","onderzetter","2"
"15949","brick","onderzetter","onderzetter","2"
"15950","brick","onderzetter","onderzetter","2"
"15951","brick","Onderzetter","onderzetter","2"
"15952","brick","als onderzetter als je kaasfondue kookt","onderzetter kaasfondue kookt","2.5"
"15953","brick","als onderzetter onder een tafeltje gebruiken","onderzetter onder tafeltje","2"
"15954","brick","als onderzetter van een pan","onderzetter pan","2"
"15955","brick","onderzetter voor je pan","onderzetter pan","2"
"15956","brick","Als onderzetter gebruiken voor pannen","onderzetter pannen","2"
"15957","brick","als onderzetter gebruiken voor pannen","onderzetter pannen","2"
"15958","brick","onderzetter voor scheve stoel","onderzetter scheve stoel","2.5"
"15959","brick","gebruiken als onderzetter voor spullen","onderzetter spullen","2"
"15960","brick","als onderzetter/tafeltje gebruiken","onderzetter tafeltje","2"
"15961","brick","onderzetter voor warme pannen","onderzetter warme pannen","2"
"15962","brick","onderzetters","onderzetters","2"
"15963","brick","onderzoeken","onderzoeken","3"
"15964","brick","gebruiken om te ondezoeken of het gerecycled kan worden tot een nieuwe bruikbare stof","ondezoeken gerecycled nieuwe bruikbare stof","4"
"15965","brick","om een oneven tafelpoot even lang als de andere te maken","oneven tafelpoot even lang","2"
"15966","brick","om mee naar ongedierte te gooien","ongedierte gooien","2.5"
"15967","brick","een ongelijke poot gelijk maken","ongelijke poot gelijk","2"
"15968","brick","ongelijke tafelpoot mee corrigeren","ongelijke tafelpoot corrigeren","2"
"15969","brick","als onprettige knuffelbeer","onprettige knuffelbeer","3.5"
"15970","brick","ontleden","ontleden","3"
"15971","brick","ontwerpen","ontwerpen","2.5"
"15972","brick","oogjes er op tekenen","oogjes tekenen","3"
"15973","brick","bijvoorbeeld een compositie van verschillende bakstenen","oorbeeld compositie verschillende bakstenen","3"
"15974","brick","bijvoorbeeld als tafeltje","oorbeeld tafeltje","2"
"15975","brick","oorlog voeren","oorlog voeren","3.5"
"15976","brick","opbergruimte","opbergruimte","2.5"
"15977","brick","om een open haard te maken","open haard","2"
"15978","brick","om iets open te krijgen","open krijgen","2.5"
"15979","brick","op een openbare plek neerleggen zoals in een klaslokaal om mensen te verwonderen","openbare plek neerleggen zoals klaslokaal mensen verwonderen","3.5"
"15980","brick","als openhaard","openhaard","2"
"15981","brick","openhaard bouwen","openhaard bouwen","2"
"15982","brick","Iets openmaken","openmaken","2.5"
"15983","brick","de openstaande deur tegenhouden","openstaande deur tegenhouden","2"
"15984","brick","opeten","opeten","4"
"15985","brick","opeten","opeten","4"
"15986","brick","als ophoger","ophoger","2"
"15987","brick","ophoging","ophoging","2"
"15988","brick","ophouden van een raam","ophouden raam","2.5"
"15989","brick","oplossen","oplossen","2"
"15990","brick","een opslag maken","opslag","2.5"
"15991","brick","opstap gebruiken","opstap","2"
"15992","brick","opstapelen","opstapelen","1.5"
"15993","brick","opstapelen","opstapelen","1.5"
"15994","brick","opstapelen","opstapelen","1.5"
"15995","brick","opstapelen als stoel","opstapelen stoel","2"
"15996","brick","opstapelen tot een trap","opstapelen trap","2"
"15997","brick","opstapje","opstapje","2"
"15998","brick","als opstapje","opstapje","2"
"15999","brick","opstapje","opstapje","2"
"16000","brick","opstapje","opstapje","2"
"16001","brick","opstapje","opstapje","2"
"16002","brick","als opstapje","opstapje","2"
"16003","brick","opstapje","opstapje","2"
"16004","brick","als opstapje","opstapje","2"
"16005","brick","als opstapje","opstapje","2"
"16006","brick","als opstapje gebruiken","opstapje","2"
"16007","brick","Als opstapje","opstapje","2"
"16008","brick","als opstapje","opstapje","2"
"16009","brick","als opstapje gebruiken","opstapje","2"
"16010","brick","als opstapje gebruiken","opstapje","2"
"16011","brick","al opstapje gebruiken","opstapje","2"
"16012","brick","als opstapje gebruiken","opstapje","2"
"16013","brick","als opstapje","opstapje","2"
"16014","brick","als opstapje","opstapje","2"
"16015","brick","opstapje","opstapje","2"
"16016","brick","als opstapje","opstapje","2"
"16017","brick","als opstapje gebruiken als je ergens net niet bij komt","opstapje ergens net niet komt","2"
"16018","brick","optillen","optillen","2"
"16019","brick","optillen","optillen","2"
"16020","brick","optillen","optillen","2"
"16021","brick","iets opvullen","opvullen","2"
"16022","brick","opvulling handtas","opvulling handtas","3"
"16023","brick","om iets opzettelijk zwaarder te maken","opzettelijk zwaarder","2"
"16024","brick","oud maken en gebruiken als hip design voor de muur van je restaurant","oud hip design muur restaurant","3.5"
"16025","brick","oude gebouwen opknappen","oude gebouwen opknappen","2.5"
"16026","brick","oven","oven","2"
"16027","brick","oven","oven","2"
"16028","brick","oven maken","oven","2"
"16029","brick","Oven bouwen","oven bouwen","2"
"16030","brick","als overgooi object","overgooi object","2"
"16031","brick","overgooien","overgooien","2"
"16032","brick","overgooien","overgooien","2"
"16033","brick","overgooien","overgooien","2"
"16034","brick","overgooien","overgooien","2"
"16035","brick","overgooien","overgooien","2"
"16036","brick","mee overgooien","overgooien","2"
"16037","brick","overgooien","overgooien","2"
"16038","brick","overgooien","overgooien","2"
"16039","brick","je kan er mee overgooien","overgooien","2"
"16040","brick","overgooien","overgooien","2"
"16041","brick","mee overgooien","overgooien","2"
"16042","brick","mee overgooien","overgooien","2"
"16043","brick","overgooien","overgooien","2"
"16044","brick","overgooien","overgooien","2"
"16045","brick","overgooien","overgooien","2"
"16046","brick","overgooien","overgooien","2"
"16047","brick","overgooien met een baksteen","overgooien baksteen","2"
"16048","brick","Als iets om overheen te springen","overheen springen","2.5"
"16049","brick","overheen springen","overheen springen","2.5"
"16050","brick","overheen springen als sport","overheen springen sport","2.5"
"16051","brick","paaltjes voetbal","paaltjes voetbal","2"
"16052","brick","paaltjesvoetbal","paaltjesvoetbal","2"
"16053","brick","Paaltjesvoetbal mee doen","paaltjesvoetbal","2"
"16054","brick","een paarden stal maken","paarden stal","2.5"
"16055","brick","je kunt er een pad mee maken","pad","1"
"16056","brick","Een padje mee maken in je voortuin","padje voortuin","1"
"16057","brick","pan op zetten","pan zetten","2"
"16058","brick","Als paper weight","paper weight","2"
"16059","brick","paperweight","paperweight","2"
"16060","brick","als paperweight","paperweight","2"
"16061","brick","als papier","papier","3.5"
"16062","brick","papier bezwaren","papier bezwaren","2"
"16063","brick","papier bijeenhouder","papier bijeenhouder","2"
"16064","brick","als papier gewivht","papier gewivht","2"
"16065","brick","Om papier niet te laten wegwaaien",NA,"papier niet laten wegwaaien"
"16066","brick","om papier mee op zijn plek te laten liggen","papier plek laten liggen","2"
"16067","brick","papier recht houden","papier recht houden","2.5"
"16068","brick","papier op z""n plek houden","papier zn plek houden","2"
"16069","brick","gebruiken om papieren bij elkaar te houden","papieren elkaar houden","2"
"16070","brick","als iets wat papieren bij elkaar houdt","papieren elkaar houdt","2"
"16071","brick","om papieren niet te laten wegwaaien","papieren niet laten wegwaaien","2"
"16072","brick","papieren vast houden in de wind","papieren vast houden wind","2"
"16073","brick","papiergewicht","papiergewicht","2"
"16074","brick","papierhouder (zodat het papier niet weg waait)","papierhouder","2"
"16075","brick","papierhouder","papierhouder","2"
"16076","brick","papierhouder","papierhouder","2"
"16077","brick","papierhouder","papierhouder","2"
"16078","brick","papiertjes beschermen tegen de wind","papiertjes beschermen tegen wind","2"
"16079","brick","als papiervasthouder als het waait","papiervasthouder waait","2"
"16080","brick","Om je parasol te verzwaren",NA,"parasol verzwaren"
"16081","brick","een parcour uitzetten voor spelletjes","parcour uitzetten spelletjes","3"
"16082","brick","Je kan er een patroon in steken en kijken of het ontploft",NA,"patroon steken kijken ontploft"
"16083","brick","iemand pijn doen","pijn","2.5"
"16084","brick","iemand pijn doen","pijn","2.5"
"16085","brick","iemand er pijn mee doen","pijn","2.5"
"16086","brick","pilaar","pilaar","2.5"
"16087","brick","een pilaar bouwen","pilaar bouwen","2.5"
"16088","brick","als pion","pion","2.5"
"16089","brick","piramide te maken","piramide","3"
"16090","brick","Pizza bakken",NA,"pizza bakken"
"16091","brick","een pizza oven te bouwen","pizza oven bouwen","2.5"
"16092","brick","iets op zijn plaats houden","plaats houden","2"
"16093","brick","plaats maken om te slapen","plaats slapen","2.5"
"16094","brick","plank","plank","2.5"
"16095","brick","als plankjes aan de muur","plankjes muur","2.5"
"16096","brick","plantenbak van maken","plantenbak","2.5"
"16097","brick","plantenbak maken","plantenbak","2.5"
"16098","brick","om plantenbakken op te zetten","plantenbakken zetten","2"
"16099","brick","om plastic zeil op de grond te houden als het flink waait","plastic zeil grond houden flink waait","2"
"16100","brick","om iets plat te maken","plat","2"
"16101","brick","gebruiken om iets plat te maken","plat","2.5"
"16102","brick","iets plat maken","plat","2.5"
"16103","brick","om iets mee plat te maken","plat","2"
"16104","brick","om een plateau om op een grasveld te leggen","plateau grasveld leggen","2.5"
"16105","brick","als plateau voor onder je schoenen","plateau onder schoenen","3"
"16106","brick","plek waar diertjes onder kunnen leven","plek waar diertjes onder leven","3"
"16107","brick","om iets te pletten","pletten","2"
"16108","brick","iets pletten","pletten","2"
"16109","brick","om iets mee te pletten","pletten","2"
"16110","brick","Iets pletten","pletten","2"
"16111","brick","iets mee pletten","pletten","2"
"16112","brick","pletter","pletter","2"
"16113","brick","plons apparaat","plons apparaat","2"
"16114","brick","om een plons in t water te maken","plons t water","2"
"16115","brick","om de politie mee te bekogelen",NA,"politie bekogelen"
"16116","brick","om als politiek offer aan de buren te geven","politiek offer buren geven","4"
"16117","brick","polssteun","polssteun","3.5"
"16118","brick","pop","pop","3.5"
"16119","brick","als pop","pop","3.5"
"16120","brick","pop","pop","3.5"
"16121","brick","pot van baksteen","pot baksteen","2"
"16122","brick","prachtig kunstwerk aan de muur","prachtig kunstwerk muur","2.5"
"16123","brick","als pres papier gebruiken","pres papier","2"
"16124","brick","pres de papier","pres papier","2"
"16125","brick","press papier","press papier","2"
"16126","brick","om te gebruiken als presse-papier","presse papier","2"
"16127","brick","primitieve meubels maken","primitieve meubels","2.5"
"16128","brick","proberen te balanceren","proberen balanceren","2.5"
"16129","brick","proberen een dijk te maken met bakstenen","proberen dijk bakstenen","2"
"16130","brick","Je zou het kunnen proberen op te eten",NA,"proberen eten"
"16131","brick","er proberen figuren uit te maken met een apparraat dat steen kan snijden","proberen figuren apparraat steen snijden","3"
"16132","brick","hem om proberen te gooien","proberen gooien","2.5"
"16133","brick","proberen tot leven te wekken","proberen leven wekken","4.5"
"16134","brick","proberen zijn moleculaire structuur te veranderen","proberen moleculaire structuur veranderen","3.5"
"16135","brick","om proberen te rollen met een bal","proberen rollen bal","2.5"
"16136","brick","proberen met welk instrument je het beste gaatjes in steen kunt maken","proberen welk instrument beste gaatjes steen","2.5"
"16137","brick","projectiel","projectiel","2"
"16138","brick","""prullenbak van bouwen","prullenbak bouwen","2.5"
"16139","brick","puinhoop maken","puinhoop","2"
"16140","brick","put","put","2"
"16141","brick","om een put te bouwen","put bouwen","2"
"16142","brick","put bouwen","put bouwen","2"
"16143","brick","een put bouwen","put bouwen","2"
"16144","brick","een put bouwen","put bouwen","2"
"16145","brick","Putten bouwen","putten bouwen","2"
"16146","brick","puur voor het geluid (laatst gedaan)",NA,"puur geluid"
"16147","brick","Puzzelen","puzzelen","3"
"16148","brick","een pyramide bouwen","pyramide bouwen","3"
"16149","brick","door het raam van je ex gooien","raam ex gooien","3"
"16150","brick","door raam gooein","raam gooein","1.5"
"16151","brick","Raam in gooien","raam gooien","1.5"
"16152","brick","om door een raam te gooien","raam gooien","1.5"
"16153","brick","door een raam gooien","raam gooien","1.5"
"16154","brick","om een raam mee door te gooien","raam gooien","1.5"
"16155","brick","door het raam gooien","raam gooien","1.5"
"16156","brick","om een raam mee door te gooien","raam gooien","1.5"
"16157","brick","om door een raam te gooien als je boos bent","raam gooien boos bent","3"
"16158","brick","Door een raam gooien om iemand te irriteren","raam gooien irriteren","3"
"16159","brick","een raam ingooien","raam ingooien","1.5"
"16160","brick","raam ingooien","raam ingooien","1.5"
